no , text , class
2016013413A , 桁 表示 割込み セグ ダイナミック 点灯 複数個 経過 かかわる とき エラー 以降 複数 1つ 処理 他 次回 デジット ウェイト 消灯 , A63F
2016013416A , 表示 登録 発明 端末 複雑 否 制御 方法 データ 送信 手間 画面 関連付ける アプリケーション 進行 手続き 記憶 ゲーム ため ユーザ , A63F
2016013417A , 指示 受け付ける 付与 媒体 制御 方法 活性 指定 ゲーム 優先 コミューケーション 他 進行 参加 同士 受付 記憶 プレイヤ コンピュータ ステップ , A63F
2016013420A , 判断 対応 プレイヤ 入手 名前 可否 不可視 認識 正当 付す 具体 使用 物品 可視 キャラクタ 係る 情報 ゲーム ユーザ , A63F
2016013422A , 開口 通過 被覆 移動 通る 部材 視認 露出 装飾 外側 固定 高める 内側 遊技 前記 , A63F
2016013423A , 開口 通過 被覆 移動 通る 部材 視認 露出 装飾 外側 固定 高める 内側 遊技 前記 , A63F
2016013426A , 表示 通過 違和感 開始 先 もの 判別 振り分け 球 基づく 識別 装飾 振り分ける 成立 条件 動的 順序 遊技 図柄 , A63F
2016013427A , 通過 違和感 交互 球 軽減 報知 振り分ける 態様 遊技 , A63F
2016013428A , 球 違和感 可変 交互 判別 振り分け 通過 基づく 報知 振り分ける 態様 遊技 , A63F
2016013429A , 球 情報 状態 特別 抽選 優先 場合 興趣 易い 通常 補助 遊技 記憶 設定 , A63F
2016013430A , 場合 情報 状態 特別 抽選 種別 特典 優先 決定 興趣 通常 易い 遊技 記憶 設定 , A63F
2016013431A , 表示 興趣 同時 遊技 状態 抽選 結果 基づく 優先 示す 動的 条件 成立 識別 情報 設定 , A63F
2016013441A , 含む 決める 登場 trip ランダム 確率 ストリップ マシン リール ゲーム 複数 スロットマシンゲーム 設定 生成 開示 ユーザ 仮想 reel 記号 スロット , A63F
2016013443A , 沿う スライダ カム 演出 d 動力 動作 ガイド スライド 変換 動体 ステ 形 ッピングモータ 運動 ステッピングモータ 直線 可動 回転 具備 , A63F
2016013446A , 封 遊技 組 組み付ける 残る 限り 取り外す 支 取り付ける ワンウェイネジ 基板 離脱 台座 固定 ケース 取付 可動 痕跡 切断 ベース , A63F
2016013447A , 被覆 組 組み付ける 残る 遊技 ケース 支 取り付ける 固定 ワンウェイネジ 基板 台座 軸 取り外す 取付 簡単 可動 痕跡 切断 ベース , A63F
2016013448A , 書込み 動作 不揮発 読出し feram rtc 実績 制御 記憶 メモリ 演出 揮発 特定 定常 自ら 計時 ランダムアクセス 年月日 遊技 コマンド , A63F
2016013452A , a それぞれ 解消 付与 群 g 達す 共通 差別 制限 利用 ポイント 曲 緩和 大小 通用 偏り プレイ ゲーム ユーザ , A63F
2016013467A , 制御 付与 蓄積 端末 可能 システム 権利 特典 gm センター ユニット 回収 行使 サーバ プレイ ゲーム ユーザ , A63F
2016014911A , テキスト 辞典 学習 リンク 見出し 事柄 説明 リンクキーワードテキスト mr gtl 指定 識別 中学 注目 基幹 myn マーカ 事典 my キーワード , G06F
2016014913A , ローカル 機能 受信 漏洩 プロトコル 外部 デバイス インターネット 危険 解除 制限 利用 限る 暗号 セキュア ネットワーク エリア 認証 サーバ 情報 , G06F
2016014914A , ransac consensus 局所 類似 用いる 評価 random 少ない 座標 sample 数 導出 法 ペア プログラム 関数 検索 画像 特徴 設定 , G06F
2016014916A , 翻訳 スクリプト 要求 防ぐ 印刷 機能 外部 通信 プロセッサ ソフトウェア 命令 実行 構成 情報処理 アプリケーション 処理 デバイス セット 層 , G06F
2016014917A , 翻訳 柔軟 利便 包含 環境 指標 表示 命令 プロセッサ プログラム 以外 画像 セット , G06F
2016014919A , 翻訳 スクリプト 解釈 受け取る 層 形式 データ 当該 取得 指定 プロセッサ ソフトウェア 命令 実行 構成 処理 アプリケーション 対応 画像 セット , G06F
2016014920A , 翻訳 次 レンダリング ハイブリッド 印刷 包含 svg 構築 取得 プロセッサ 前記 コンテンツ 命令 実行 描画 プログラム アプリケーション 記述 言語 セット , G06F
2016014921A , オブジェクト 翻訳 レンダリング 防ぐ 層 表示 サイズ 画像 当該 スクリプト プロセッサ 命令 実行 描画 決定 アプリケーション 画質 情報 セット 印刷 , G06F
2016014929A , 光点 強度 モアレ 観察 画素 単色 フイルム ピーク 閾 明度 2つ dfft 配列 色 距離 周波 配線 評価 周波数 パターン , G06F
2016014930A , 基本 組み合わせる 積分 ok 入力 mt 確認 置換 公式 解く 式 check gf 判断 表示 対象 画面 簡単 メッセージ 数式 , G06F
2016014933A , asm 組み立てる 組立 関係 複数 見る 情報 投影 隠れる 設計 ある p 特定 fig 表示 とき 編集 部品 記憶 dir , G06F
2016014940A , フェールセーフ fs 処理 チェック 出力 リセット 復帰 初期 中央 自己 システム 減じる カウント 許可 自動 うえ 異常 監視 カウンター ステップ , G06F
2016014942A , 行う 変換 ビット べき乗 サンプリング 演算 自然 時間 不等 周期 間隔 乗算 行列 t dft シフト 短時間 要件 絶対 高速 , G06F
2016014944A , 観点 制約 仕様 関係 データ 相関 database db 依存 抽出 ランキング 出現 リング 集約 データベース rdb relational カラム 妥当 ルール , G06F
2016014949A , 存在 含む java プログラム 探索 否 パス 必要 jar 係る 検索 ファイル クラス 開発 支援 , G06F
2016014950A , 開発 動作 構造 変更 高位 手 合成 回路 階層 レイアウト 結果 設計 ファイル 決定 条件 戻り 記述 解析 集積 照合 , G06F
2016014951A , 値 解析 内部 画面 モニタリング 前 レイアウト 変更 抽出 プロパティ 内容 設定 他 部品 コントローラ 比較 変化 ルール , G06F
2016014952A , 透明 占める アンカー 積層 化合 平滑 薬品 末端 アクリレート 導 工 ito グリコール 重体 アクリロイル コート 基 エッチング 組成 耐性 , G06F
2016014953A , ボードエッジコネクタ ハードディスク メイン 底辺 エッジコネクタ 多数 設ける 複数 ピン 接地 ボード 在す 拡張 延伸 チップ マザー 記憶 カード 板 スロット , G06F
2016014956A , 付与 プログラム 否 情報 とき 変更 技術 実行 判定 処理 アプリケーション 解析 テイントタグ テイント , G06F
2016014957A , 制御 不揮発 電源 ストレージ 遮断 満たす メモリ 管理 劣化 要求 場合 揮発 実行 保持 処理 条件 受ける デバイススリープ 情報 書き込む , G06F
2016014959A , 分析 要素 モデル 系列 簡約 記憶 検証 状態 検出 関連付ける 反例 抽出 違反 システム 当該 集合 対象 解析 遷移 性質 , G06F
2016014964A , データベース 基づく 手書き 圧 情報 荷重 各々 検出 もの 特定 前記 重み付け 分布 判定 入力 取得 ユーザ 生成 押 ペン , G06F
2016014965A , オブジェクト 表示 実施 移動 制御 手元 タッチパネル 検出 指示 所定 パネル 特定 判定 領域 離れる タッチ 操作 近傍 前記 場所 , G06F
2016014967A , 表示 送信 誤り 入力 以上 音声 指示 動作 独立 画面 特定 内容 候補 他 機器 対象 結果 情報 認識 示す , G06F
2016014968A , 発行 応答 要求 技術 自動的 情報 ライセンス 複写 前記 連続 関連付ける 装置 形成 設定 識別 速度 標準 画像 インストール オプション , G06F
2016014969A , 運転 判別 重要 処理 利便 否 音声 負荷 判定 車載 情報処理 出力 ユーザ 情報 メール , G06F
2016014971A , 転送 波形 データ サイズ 以上 インタフェース モジュール 容量 かかる 所定 残す 態様 記憶 , G06F
2016014972A , 値 同一 データ 保証 読み出す 書き込む 上位 比較 読み書き 格納 記憶 算出 , G06F
2016014973A , 基本 別 同一 テスト 該 db ソフトウェア 結果 生成 集合 出現 置換 頻度 予測 タイプ 対象 期待 シナリオ バリエーション ステップ , G06F
2016014976A , 応答 メンバ 端末 チャット 単位 装置 以外 音声 通信 指示 サーバ システム 要求 ファイル 他 参加 再生 コミュニケーション 発話 ユーザ , G06F
2016014977A , 情報 r 記載 サーバー 現実 けす 記憶 紐付 データ 更新 タグ 要求 受取 マーカー 拡張 追加 取得 抽出 画像 認識 , G06F
2016014978A , 表示 登録 記載 読み込み 管理 情報 データ ユーザー 指定 タグ 読み込む 関連付ける 原本 位置 取得 エア 受け付ける 画像 記号 受付 , G06F
2016014979A , 格納 項目 工数 手順 作成 パラメータ 構築 db 基づく 抽出 マッチング 標準 ファイル 入力 パターン かかる システム 支援 初期 設定 , G06F
2016014980A , 際 解析 データ 取り込む 削減 取る 基づく 技術 抽出 手間 格納 ログ 条件 外部 操作 サーバ ユーザ 情報 込 設定 , G06F
2016014981A , 送信 ライタ 速やか 端末 リーダ 媒体 情報 間 読み出す 通信 介す システム 行う 入室 認証 ic 記憶 カード カードホルダ 人体 , G06F
2016014985A , リアルタイム 目安 モニタ 群 サーバー きい 回数 情報 異常 オペレータ 事前 発生 se 処理 受け付ける 基準 時期 画像 監視 対処 , G06F
2016014987A , 文字 不慣れ アドバイス 累計 提示 予測 出力 検出 促す 行なう 保持 出現 躓く 候補 入力 操作 単語 スキル 支援 ユーザ , G06F
2016014988A , 送信 携帯 端末 関連 位置 通信 前記 コンテンツ 画面 パネル 相手方 近距離 取得 リンク サーバ 無線 情報 id , G06F
2016014989A , 文字 web 格納 対応 手書き ブラウザ マッチ 専用 変える 明確 検索 データベース アプリケーション ツール 描画 サーバ ユーザ インストール コンピュータ 相違 , G06F
2016014990A , 系列 代表 類似 動画 クエリ スライド フレーム グループ 抽出 選出 そのもの 窓 スター 検索 行なう 時間 対象 シーン 特徴 クラ , G06F
2016014991A , 状況 機能 電子 取得 基づく 生成 利用 サービス 示す 機器 対象 適正 係る 情報 比較 閾 , G06F
2016014995A , 表示 プリント 決める 切替 選ぶ 配置 中 ボタン スクロール 領域 処理 仕上がり 作業 プログラム 受付 画像 注文 簡便 パターン , G06F
2016014997A , ビーコン 端末 データ 記憶 必要 通信 識別 コンテンツ 簡易 要求 ため 信号 取得 サーバ 情報 アクセス アドレス , G06F
2016014998A , 文字 適切 共通 データベース 前方 データ 編集 修正 近似 抽出 最長 文字数 入力 距離 一致 処理 分列 算出 列 候補 , G06F
2016015001A , 推定 進展 排他 定義 複数 当該 時間 モジュール ある 実行 プロセス 再帰 処理 ケース 有無 判定 順番 ワーク フロー 発生 , G06F
2016015004A , いる 関連 ユーザー 位置 発言 抽出 前記 情報処理 受け付ける 処理 情報 話題 受付 , G06F
2016015005A , a アセンブリ b マイクロ 周辺 フローティング vbus レセプタクル ポータブル 接続 グランド ピン とき 電圧 充電 プラグ デバイス id ケーブル usb , G06F
2016015006A , タスク 送信 装置 上記 情報処理 受信 複数 関連 中 通信 能力 有効 要求 利用 指令 処理 端末 情報 具備 , G06F
2016015007A , 制御 柔軟 以上 定義 単位 中断 フロー 組み合わせ 順 変更 再開 適用 実行 示す 処理 出力 受け付ける 情報 前記 受付 , G06F
2016015008A , 送信 投稿 装置 端末 情報処理 対応付ける 処理 c 近距離 m 事象 通信 数 判断 計測 他 取得 情報 信頼 直接 , G06F
2016015009A , 伝達 他 併せる 情報処理 関連 制御 撮像 状況 システム 入力 取得 メッセージ 処理 情報 前記 ユーザ , G06F
2016015010A , センサ b バルブ 漏洩 制御 高所 圧力 流量 出口 蒸発 全開 冷却 損失 冷媒 判定 凝縮 測定 とる 熱量 ガス , G06F
2016015011A , 同値 格納 振り分ける kr 比す 個 番号 バケット 効率 n 索引 大幅 格段 関数 エントリ ハッシュ うえ キー テーブル メモリ , G06F
2016015012A , 不揮発 ポインタ 複数 回数 情報 メモリ リンク 書き込み キャッシュ タグ 連続 揮発 構成 エントリ データ 領域 格納 記憶 アドレス 示す , G06F
2016015013A , 全面 透明 電材 メッシュ 層 電極 絶縁 同一 タッチパネル 複数 導 方向 目立つ 形成 接続 y x 膜 パターン , G06F
2016015014A , 行う 強度 携帯 端末 下げる ビジー 状態 通信 アクセス 電波 システム 装置 負荷 処理 情報 相互 無線 画像 解析 機 , G06F
2016015020A , 有効 セキュリティ 不揮発 それぞれ 機能 領域 オフ マイクロコンピュータ 切替える オン フラグ 書換え 揮発 リプロ マイクロ 量産 無効 開発 双方 設定 , G06F
2016015021A , 満たす 否 バグ b 取得 決定 適用 レポート 修正 必要 機能 状況 ソフトウェア 環境 複数 情報処理 演算 条件 情報 記憶 , G06F
2016015023A , 表示 以前 含む 調べる 同一 保持 閲覧 ウェブ ページ 現在 新た コンテンツ 特定 内容 所望 動的 抽出 情報 時点 保存 , G06F
2016015024A , 送信 支援 複数 情報 カメラ 位置 種別 視野 基づく 画面 特定 範囲 撮影 操作 医用 画像 装置 装着 指先 , G06F
2016015032A , 送信 制御 変換 ドライバー 印刷 可変 データ パス 中 単位 搭載 分割 終了 適用 短縮 プリンター 取得 ジョブ ヘッド コマンド , G06F
2016015033A , 発行 制御 短縮 印刷 要する 適用 開始 スプーラー 取得 有無 所定 起動 api 判定 指令 トリガー 時間 ジョブ 空 記録 , G06F
2016015038A , 送信 確認 応答 取り消し 取得 管理 可否 状態 db 更新 関連付ける 要求 通知 混乱 機器 x 全て id 許可 ユーザ , G06F
2016015046A , 表示 制御 速度 配信 手順 移動 調整 変更 位置 最中 コンテンツ 行う 距離 操作 端末 視認 態様 情報 本願 決める , G06F
2016015048A , 行う 申出る 近距離 端末 送出 当該 他 通信 自己 連携 申 要求 受ける 機器 共有 キー 受け入れる 情報 簡便 設定 , G06F
2016015051A , バージョン 変更 アウト コード チェック 管理 部分 指定 データ ページ 更新 文書 抽出 合成 復号 処理 取得 テーブル 画像 id , G06F
2016015052A , 終える 対応 コード 関係 変更 基づく 位置 引数 抽出 実行 呼び出し 処理 箇所 対象 ソース 情報 前記 コンピュータ プログラム , G06F
2016015056A , 制御 判別 駆動 アクセサリー データ 外部 メモリ 取り外す ダウンロード 装着 最新 ネットワーク 機器 記録 識別 際 光学 情報 カメラ 固有 , G06F
2016015057A , 管理 書き込み 防ぐ 一つ データ 媒体 消去 新た ページ 複数 単位 書き込む ファイル システム 記録 ディレクトリ ストリーム ブロック 前記 並列 , G06F
2016015058A , 消去 書き込み クラスタ ブロック サイズ 判別 倍 媒体 書き換え 確保 単位 発生 領域 データ 削除 記録 高速 管理 前記 整数 , G06F
2016015059A , 発行 消去 書き込み 空く モード ブロック サイズ 跨ぐ 媒体 ページ 連続 単位 データ 取得 記録 順番 管理 前記 先頭 コマンド , G06F
2016015060A , 行う 制御 電源 個別 守る 保証 近づく デバイス 電子 機器 投入 レベル 範囲 監視 温度 , G06F
2016015063A , 2つ 情報処理 中心 機器 タッチパネル 位置 使い勝手 同心円 ボタン 間 実行 外側 車載 処理 受け付ける タッチ 操作 ユーザ 情報 領域 , G06F
2016015066A , ロック 発行 排他 ポーリング 種別 数 メモリ 検出 スピン プロセッサ 算出 命令 特殊 判定 バッファメモリ 信号 共有 記憶 アクセス 所定 , G06F
2016015070A , 不一致 上記 読み出し データ sram メモリ 読み出す エラー 書き込み 切り分ける 比較 s 書き込む 判定 アドレス 対象 書 記憶 込 eeprom , G06F
2016015072A , 桁 乱数 事象 満たす 光 光子 ncr m 本 n 集合 能率 進 場合 出力 伝播 k r 試行 自然 , G06F
2016015073A , 制約 処理 権限 施す かける 指示 ない コンテンツ 利用 情報処理 共有 付与 情報 アクセス コントロール ユーザ , G06F
2016015074A , 振り分ける 状況 振る 予測 済 実行 振り分け 平準 利用 セッション 分散 ログイン 負荷 処理 かける 動的 サーバ 情報 特徴 示す , G06F
2016015077A , 伝達 機能 まま ジェスチャー 一部 距離 ユーザー 意 身体 実行 座標 部位 所定 撮影 認識 , G06F
2016015078A , 表示 制御 変換 まま サイズ 応じる ユーザー 自由 意 変更 変位 座標 入力 操作 係数 画像 属性 , G06F
2016015080A , 読取る nfc 印刷 入出力 開始 ip 接続 必要 通信 mac 装置 読み取る ネットワーク 取得 端末 無線 アクセス アドレス , G06F
2016015081A , 適す 装置 nfc 印刷 方式 確立 i 情報 f 中 通信 bluetooth mac 読み取る 接続 端末 読取る 多数 アドレス 設定 , G06F
2016015082A , 表示 試験 据置 wvga 領域 測定 共通 種別 自己 垂直 画面 関連付ける 携帯 製品 追加 解像度 判定 svga 情報 設定 , G06F
2016015083A , 梁 外壁 配置 建物 当該 部材 位置 検出 座標 生成 柱 システム スラブ 構成 図面 図形 記述 平面 床 cad , G06F
2016015086A , a 絶縁 ドット 方式 拡大 縮小 抵抗 白色 斜線 間隔 押 パネル 領域 小さい タッチ 操作 ドットスペーサ 膜 単純 フリック , G06F
2016015088A , 装置 端末 転送 管理 各々 通知 データ 高める 一方 更新 該 2つ 確実 とき 受ける 取得 他方 共通 対象 以外 , G06F
2016015089A , 一時 不揮発 装置 端末 入力 不正 申込 上記 記憶 必要 通信 利用 揮発 プログラム 抑える 申し込み サーバ 情報 , G06F
2016015092A , 乖離 シミュレーション 値 ひずむ 用いる パラメータ 降伏 材料 実験 特性 取得 関数 塑性 対象 いえる 基準 変形 異い 算出 定める , G06F
2016015095A , 要求 端末 用いる 不正 管理 画像 他 装置 利用 検知 停止 可否 処理 情報 通知 受付 記憶 id 許可 ユーザ , G06F
2016015096A , ファームウェア 要求 印刷 クラ データ クラウドサーバー フォーマット 共通 ダウンロード 文書 モバイル 複数 サービス クラウドサービス インター アプリケーション ウド 画像 受け付ける フェイス , G06F
2016015097A , 消費 内 複数 実行 割り当て 取得 ソフトウェア 計算 前記 特定 優先 プログラム マシン 割り当てる サーバ 仮想 最小 算出 コンピュータ ライセンス , G06F
2016015098A , 表示 パーソナル 装置 ホワイト 指 タブレット スクリーン パネル 画面 ボード 描画 コンピュータ 処理 タッチペン 情報処理 書 手書 画像 パーソナルコンピュータ 込む , G06F
2016015100A , 制御 機能 需要 親 通信 端 エネルギー アダプタ 収集 使用 取り付ける , G06F
2016015101A , 文字 表示 格納 情報処理 複数 パス 情報 候補 指定 処理 プログラム ファイル 列 使う フォルダ フォルダパス 設定 , G06F
2016015106A , 指定 等しい データ 各々 循環 メモリ シーケンス ランダム 行 軽減 多次元 セル 配列 エンジン 損失 スクランブリングシーケンス シフト 用いる 初期 アドレス , G06F
2016015110A , 組み合わせ 減少 種類 増加 基づく 区分 満たす 出現 前記 とる 匿名 最少 係数 処理 個人 属性 情報 求める 語 , G06F
2016015112A , 表示 検知 表す 配置 圧 一つ タッチスクリーン 素手 状態 圧力 デザイン 目標 特定 ユニット 入力 ダイヤル タッチ 操作 スクリーン 押 , G06F
2016015113A , 表示 発明 処理 命令 限定 情報 初期 インターフェース 改善 プロンプト スペース 空白 起動 検索 ため 入力 形態 エンジン キーワード 領域 , G06F
2016015114A , テキスト 存在 インターフェース 抱合せ 添付 ソフトウェア 量 識別 阻止 プリセットテキスト 特定 プロセス 名称 照合 ユーザ プロンプト 情報 インストール ため ステップ , G06F
2016015117A , 過程 押下 単独 ボタン 目的 指定 検出 ページ 押す 商品 利用 加算 他 棚 任意 数量 数 , G06F
2016015119A , 有効 lan 状態 rom 否 電力 画像 データ ram 起動 命令 揮発 判断 wake 示す 処理 電源 コンセント 記憶 供給 , G06F
2016015120A , 見付ける 種類 関連 s センサユニット 保存 識別 デバイス 関連付ける 識別子 1つ 処理 使用 ユニット グループ 設定 , G06F
2016015121A , 送信 クエリ 短縮 キャッシュメモリ メイン 工程 管理 メモリ データ モジュール プロセッサ マルチプロセッサ チェック 関連付ける 検索 リクエスト かかる 並行 アクセス 最初 , G06F
2016015123A , 周辺 透過 存在 電材 ダミー 歩留まり センサー 光 タッチパネル 距離 最小 隣接 間隔 導 該 アース 平行 端子 部分 配線 , G06F
2016015124A , 項目 一群 データ イベント 推論 修正 帰属 モジュール ペア 概念 実行 ハンドラ 規定 処理 トリガ プロシジャ ノード データストレージシステム グラフ 概念的 , G06F
2016015125A , 翻訳 スクリプト ハイブリッド 受 情報処理 包含 データ 形式 プロセッサ 命令 間 実行 保持 援 プログラム アプリケーション ネイティブ 処理 画像 セット , G06F
2016015126A , コンテンツ 要求 拡大 指 縮小 方法 夫 設置 指示 マルチタッチ 2つ リサイズ 判定 併用 種類 ディスプレイ 操作 利用 タッチパネル , G06F
2016015128A , 制御 項目 併せる エキス 関数 データ 名前 エンティティ ポート システム 時 追跡 更 実行 伝搬 共有 知らせる 宛先 イン 汚染 , G06F
2016015129A , 伝達 接触 直接 電気 容量 複数 外部 タッチパネル 接続 検出 導 触れる 検知 入力 取得 静 an 配す bn ユーザ , G06F
2016015130A , 有す 半導体 電気 容量 入出力 ノード トランジスタ 重なる 素子 ゲート 入力 接続 挟む 感度 介す 端子 膜 配線 , G06F
2016015131A , 送信 簡略 入力 受信 イベント 関係付ける 触覚 音声 映像 プロセッサ センサ 構成 実質 信号 記録 トリガ マーカ トラック 挿入 追加 , G06F
2016015132A , 試験 変調 フィルタ デジタル サンプリング bpf パルス 生成 励磁 周波 pdm 検知 ユニット 密度 信号 回路 タッチ キャパシタ 周波数 励振 , G06F
2016015134A , 跡 透明 macrostructured 構造 傷 関連 汚い 酸化 抵抗 品質 surface 基板 マクロ 防 覆う 汚れる 引っかく 表面 指紋 ディスプレイ , G06F
2016015135A , プロセッサ キャッシュコヒーレンス キャッシュメモリ エビクション データ プロトコル 状態 モジュール キャッシュ 行 うち 関連付ける アドレス コヒーレンス 共有 ディレクトリ 複数 記憶 リスト 1つ , G06F
2016015136A , リアルタイム 計画 レンダリング 以上 インターフェース グラフィックユーザインターフェース 関連 gui 危険 種々 センサ 散発 地図 メタデータ 正常 警告 測定 監視 潜在 グラフィック , G06F
2016015138A , 表示 硬度 含む カーボネート 柔軟 化合 アルキル カバー 独立 基板 誘電 パネル 点線 湿る 向上 タッチ 感度 結合 r 意味 , G06F
2016015140A , 送信 e 決定 受信 関係付ける 触覚 通信 プロセッサ esf システム electrostatic タッチセンサ 効果 信号 force 結合 ユーザ コントローラ sf ベース , G06F
2016015141A , 送信 可読 e feedback 関係付ける 触覚 出力 静的 プロセッサ 通信 esf システム electrostatic 効果 信号 知覚 決定 force コントローラ sf , G06F
2016015143A , 実績 期初 本日 定義 補正 前 データ 期間 変更 過不足 指示 機器 日付 受け付ける 対象 基準 受付 設備 記憶 ログ , G06F
2016015145A , 半導体 表示 電源 電気 発光 フォトセンサ 精細 vr 有する マトリクス 確保 素子 安定 電圧 組 接続 共有 狭い 電位 駆動 , G06F
2016015146A , 送信 動作 完了 携帯 モード 厨房 負担 待つ cpu メニュー ハンディ 待機 ターミナル 入力 調理 キー もたらす 情報 注文 オーダ , G06F
2016015148A , ディスプレー 表示 リモコン 内 便利 受信 遠隔 外 映像 信号 コンテンツ モーション 領域 入力 使用 タッチ 対応 感知 情報 ウインド , G06F
2016015149A , 動作 リソース 品質 qos モバイル 管理 モニタリング 割り当てる 利用 モジュール プロファイル 依存 数 複数 サービス プロセス アプリケーション デバイス グローバル 適切 , G06F
2016015150A , 送信 制御 効果 ワイヤレスシンクデバイス データ 通信 シンク ワイヤレス コンテンツ ビデオ ワイヤレスソースデバイス オーディオ 技法 セッション ソース デバイス ユーザ , G06F
2016015152A , エレメント デスティネーションレジスタ ベクトル パーティ 連続 マスキング パラメータ 呼応 デスティネーションベクトル プロセッサ n 命令 デスティネーションパラメータ 特定 パーティションサイズ バイト コピー ソース 個 ションサイズ , G06F
2016015153A , センサー 電極 手法 復調 生じる 量 切り替え 取得 使用 結果 容量 決定 信号 出力 静 レシーバ デバイス 干渉 ため トランスミッタ , G06F
2016015155A , 要素 変形 受信 関係 データ 変数 インターフェース 所与 検査 基づく 定義 1つ 入力 出力 視覚 マップ データセット フィードバック 妥当 マッピング , G06F
2016015157A , 表示 消去 ホーム 拡大 移動 場合 アイコン 全体 静止 検出 サイズ ン 収まる アイコ 速度 画面 sb ユーザ リスト ステップ , G06F
2016015158A , 発行 半導体 アサート 符号 スレーブ バス インタフェース モジュール 完了 強制 要求 停止 マスタ 付す ハング 困難 なる アップ 関わる トランザクション , G06F
2016015159A , 推定 送信 存在 装置 印刷 受信 管理 通知 出力 分かる 有する 複数 特定 検索 候補 信号 距離 クライアント 情報 満たす , G06F
2016015160A , 発行 登録 レジストリ オペレーティングシステム 文 関連 当該 オペレーティング サポート インストール ソフトウェア 命令 起動 検索 種類 ツール 識別 メニュー 情報 前記 , G06F
2016015161A , 応答 メンバ 端末 チャット 単位 装置 以外 音声 通信 指示 サーバ システム 要求 ファイル 他 参加 再生 コミュニケーション 発話 ユーザ , G06F
2016015162A , 投稿 意見 反映 重み うち 全体 付与 新た 収集 抽出 レコメンド ルーム ログ 予約 施設 検索 メッセージ 掲載 キーワード ユーザ , G06F
2016015163A , 表示 重複 表す アイテム 入力 複数 対話 グリッド 行 コンテンツ 画面 閲覧 グループ 1つ スタック モード ユーザ 画像 受け取る ステップ , G06F
2016015164A , 組み合わせる 類似 アイテム 属性 同一 データ 情報 他 もと 商品 推奨 検索 候補 データベース 条件 組合せ ユーザ 支援 画像 設定 , G06F
2016015165A , 表示 タブレット 技術 表す 端末 スマート 不可能 適用 タッチパネル 搭載 ジェスチャ フォン 確実 領域 入力 画面 受け付ける 認識 , G06F
2016015167A , 管 伝達 電子 容器 送る 中 ヒートシンク 発する 熱 密封 間 冷却 伝える 機器 漏出 リスク 前記 ステップ , G06F
2016015171A , 分析 要因 運用 障害 関係 適用 相関 不変 異常 モデル メトリック もと 新た 正確 以外 破壊 区別 関数 検出 記憶 , G06F
2016015174A , 表示 登録 電子 ペーパ クラ 対応付ける 管理 クラウドシステム 組み合わせ データ 検出 装着 コンテンツ b 下敷 当該 ウド サーバ 組合せ id , G06F
2016015175A , 分析 構文 関係 文 改修 木 メソッド 調査 依存 波及 図る 命令 繋がり 範囲 抽象 影響 クラス 辿る 基点 木内 , G06F
2016015179A , 負 ドキュメント 取得 wand クエリ 返す スコア インデックス 最小 アルゴリズム 判断 検索 トータル クエリスコア 記録 所望 関連 記憶 算出 用いる , G06F
2016015181A , 機能 対応付ける 上記 異なる 指 満たす 圧力 触覚 接触 検出 大きい 度合い 条件 位置 インタフェース 所定 発動 操作 押 ユーザ , G06F
2016015353A , 半導体 下面 ヒータ 分布 狭い 化物 比べる 窒 チャンバ 間隔 基板 加熱 エピタキシャル成長 熱量 製造 形成 トレイ 部分 上面 広い , H01L
2016015354A , シート 保護 両面 音響 層 電極 圧 薄い 下部 薄膜 導通 逆 誘電 体 上部 フィルム 表面 電気 変換 形成 , H01L
2016015355A , 半導体 ダメージ 方法 マスク 工程 除去 エッチング alxga 露出 前記 オゾン n 開口 深い 酸 x 形成 酸化 膜 製造 , H01L
2016015356A , 埋没 反対 幅 発光 電極 部材 樹脂 設ける 保護 露出 n p 素子 面 接続 実装 導 ワイヤ csp 程度 , H01L
2016015360A , 着 拡げる 維持 収縮 遠い 加工 気体 貼る 環状 向ける エキスパンドシート エアー 照射 チップ 赤外線 拡張 噴射 間隔 際 汚染 , H01L
2016015361A , 半導体 熱 イオン 前駆 上記 ドーピング 電極 変換 方法 ナノ n カーボンナノチューブ p 素子 製造 カーボン 層状 用いる デバイス ワイヤー , H01L
2016015364A , 加 電材 電極 混 工程 圧 除去 硫 裁断 成形 利用 分離 分解 練 回収 生ゴム 熱 方法 ゴム 分極 , H01L
2016015367A , 引き離す アスペクト 結晶 ワイヤー 電極 なす 接触 間 金属 化合 ナノ 構造 表面 配線 , H01L
2016015368A , 方向 ローカル 不揮発 配置 ビット コンタクト トランジスタ 延 階層 素子 グローバル 寄生 揮発 接する 中間 在 セル ソース メモリ 配線 , H01L
2016015371A , 反射 表す 情報 撮像 厚い もと 位置 ピーク ステージ 受光 露光 限る 光 分布 多重 演算 表面 対象 測定 特定 , H01L
2016015372A , 封 耐える プライマー 被覆 範囲 樹脂 重合 電子 温度 止 広範囲 エポキシ 電装 耐久 式 部品 部分 マレイミド ポリイミド 下記 , H01L
2016015373A , 開口 絶縁 mosfet マスク コーナ 亘る ウォール インパクト sti アクティブ イオン化 耐圧 形成 シャロートレンチ ドレインオフセット ハード 内外 膜 残る ゲート , H01L
2016015374A , 半導体 バッファ 構造 結晶 積層 化物 接触 窒 o 誘電 基板 ga ガリウム y x z gan alxgayinzn 上面 残り , H01L
