no , text , class
2016027503A , 行う 情報処理 入る 撮像 物 物体 プロジェクタ 投影 指示 の 含める 特定 データ 証跡 操作 残す 赤外線 画像 カメラ ユーザ , G06F
2016027505A , スタータス セキュリティ 上位 用いる 運用 階層 通信 カード 前記 セキュリティスタータス ュアメッセージング ファイル 継承 キー ic コマンド 記憶 セキュアメッセージング セキ フォルダ , G06F
2016027507A , 汎用 ドライバ 電子 ディスプレイドライバ 出力 機器 アプリケーション 基づく プロセッサ 該 センサ デバイス 検知 座標 信号 回路 ディスプレイ テーブル データセット 物理 , G06F
2016027510A , 結び 対応付ける 付与 符号 サンプリング 当該 デジタル 分類 文書 選定 出現 強い 分別 データベース スコア 重み 抽出 算出 キーワード ユーザ , G06F
2016027511A , 表示 空き 項目 d 移動 定める 周辺 ドラッグ 指定 隣接 メニュー 画面 簡単 領域 場合 識別 操作 の 画像 状態 , G06F
2016027584A , 透明 実施 処理 形態 成長 有機 容器 ラジカル 晒す 特性 導 成 気 金属 膜 水素 , H01L
2016027585A , 半導体 太陽 ある 形 上記 g 電極 主面 元素 vib n p 電池 a ga in iiib 範囲 ib カルコパイライト , H01L
2016027586A , 封 透明 止 電気 接合 電極 向かい合う 外周 補強 部材 配置 浸入 主面 素子 段差 領域 接続 前記 樹脂 光学 , H01L
2016027587A , 太陽 変換 元素 吸収 周期 電極 占 光 カチオン 輸送 理論 一族 汎 アニオン 素子 電池 孔 最高 原子 ev , H01L
2016027588A , 交差 フットプリント y まま 移動 光 波長 水平面 水平 置 ステージ 方向 載る 基板 処理 平面 所定 x 照射 姿勢 , H01L
2016027589A , ドーピング ccy ccx cie 白色 黄色 組合せる 運用 蛍光 モジュール 座標 励起 区域 範囲 原始 ntsc ほか led 赤色 発光 , H01L
2016027590A , 半導体 絶縁 集積 当たり 容量 精細 薄い 占有 品位 有する 重なる 素子 接する 領域 表示 表面 接す 介す 導 膜 , H01L
2016027591A , 封 周辺 放出 止 発光 光 樹脂 蛍光 中央 向ける 形態 基板 素子 波長 均一 実装 伝導 ワイヤ 具備 延びる , H01L
2016027592A , プラズマ 高周波 安定 駆動 時刻 先 切り替え 期間 流量 エネルギー 直後 速やか 供給 切り替わる 処理 条件 周波 ステップ 初期 ガス , H01L
2016027593A , 素子 チタン 圧 電極 ビスマス 酸化 設ける 液体 マンガン 剥離 密着 体 構造 優先 地層 配向 噴射 ペロブスカイト 鉄 複合 , H01L
2016027594A , 開口 プラズマ 渣 地層 工程 隆起 窒 部分 残 達する エッチング 二つ nf 晒す 変質 領域 処理 シリコン 酸化 ガス , H01L
2016027595A , 剥離 材料 反対 放熱 立 接触 ヒートシンク 近似 至る 連続 冷却 係数 実質 種類 材質 傾斜 膨張 異種 組成 ベース , H01L
2016027597A , 半導体 絶縁 有す 電気 セルフアライン トランジスタ 接する 元素 特性 不純物 不純 窒 接す ゲート 化物 導 酸化 膜 一対 領域 , H01L
2016027600A , 半導体 銃 電子 傾斜 マスク ラット メンブレン ビーム ウエハ ステージ 検知 ユニット 整合 微細 ターニング 可動 カラム リソグラフィ 偏向 パターン , H01L
2016027601A , チャック 処理 射る 電極 差異 設定 ヒータ 支持 置 静 載る 該 リング 領域 中間 溶 セラミック フォーカス ため 温度 , H01L
2016027602A , クラック 圧 広がる 度合い 連絡 尖る キャピラリ 形状 ボンディングキャピラリ 前記 凹凸 ボンディング 孔 凸 テーパ 面取り 圧する ワイヤ 押 挿 , H01L
2016027603A , 積層 結晶 焼成 圧 室温 反り 少ない 正方 アクチュエータ 膨張 α 体 β 係数 晶 セラミック 振動 線 ペロブスカイト 立方 , H01L
2016027604A , 確認 電子 顕微 試料 設置 ビーム ステージ スループット 顕微鏡 電流 照射 高速 処理 na 表面 形状 レンズ 光学 , H01L
2016027605A , 陽極 表す 発光 有機 陰極 化合 当該 エレクトロルミネッセンス 蛍光 材料 一般 素子 電子 機器 下記 前記 , H01L
2016027606A , 陽極 表す 項 発光 有機 陰極 化合 当該 エレクトロルミネッセンス 蛍光 材料 一般 エネルギー 素子 電子 機器 下記 前記 , H01L
2016027607A , 振り込む 外形 対応 マスク 孔 微小 自身 半田 ボール 寸法 配列 下面 本体 突起 パターン コーティング 通 多数 バンプ ワーク , H01L
2016027608A , 半導体 概略 低下 最大 移動 複数 チャネル 酸化 トランジスタ m 最小 一定 適す 活性 効果 微細 範囲 μ 電界 , H01L
2016027609A , 行う 重複 ショット 配置 データ 1つ 試料 起因 分割 長期 描画 領域 処理 内容 読み込む 対象 存在 記憶 パターン , H01L
2016027610A , パッケージ 吸収 接合 電磁波 周囲 h 蓋 覆う 剥離 割れ 基板 段 比 w 凹 ガラス 幅 照射 部分 レーザ , H01L
2016027611A , 流体 液状 前駆 流れる 通過 バッフル 発泡 整数 生成 基板 気化 システム 加熱 キャリア 格納 処理 b 部分 バルク 体内 , H01L
2016027613A , led 積層 ld 両面 経時 発光 照射 強度 光 放熱 溶解 ハイ 蛍光 変換 透 材料 波長 パワー 伝導 部材 , H01L
2016027614A , 封 亀裂 ダミー 電子 覆う 電極 複数 樹脂 素子 露出 裏面 方向 配列 止 沿う 位置 ハンダ y x 直交 , H01L
2016027615A , 容器 排気 パーティクル 到達 ガスクラスター 前 付着 中 排出 向ける 基板 帯電 除去 処理 衝突 真空 照射 荷電 加速 除電 , H01L
2016027616A , 捕る 維持 パーティクル 工程 集 十分 検出 媒体 係る 記録 印加 電圧 供給 処理 長期 電位差 基準 増加 長期間 直流 , H01L
2016027617A , 含有 塗布 w 原料 与える 一部 酸素 分解 影響 秒 雰囲気 基板 気体 除去 処理 形成 照射 紫外線 膜 流速 , H01L
2016027619A , 半導体 絶縁 cm 電極 順 チャネル 部分 トランジスタ 上述 ghz atoms ドレイン ゲート v 周波 配向 分析 ソース 酸化 周波数 , H01L
2016027620A , 厚み 被覆 短絡 発光 複数 放熱 不良 最小 導 主面 素子 輝度 分布 均一 配列 隙間 基 csp 最小限 パターン , H01L
2016027622A , 半導体 離隔 延びる 値 トランジスタ 沿う 設ける 導 基板 方向 esd ドレイン 領域 ウェル 長い 帯状 ソース ゲート 前記 バック , H01L
2016027623A , 成形 洗浄 対応 工程 作成 欠陥 回数 情報 生じる 形状 前記 有利 s 供給 プリント 変化 方法 イン パターン , H01L
2016027624A , プラズマ ゾルデポジション 構造 結晶 nm イット チャン エアロ コンディション 前記 エアロゾルデポジション 耐 パーティクル 晶 層状 チャンバーコンディション 立方 混在 斜 リア , H01L
2016027626A , 半導体 有す ソース 長い 電気 電極 短い 対向 特性 機能 端 重なる 安定 ドレイン 領域 もつ 導 酸化 膜 ゲート , H01L
2016027628A , aa 積層 ドット 界面 なす 柱状 伝導 太陽 置 膜 基板 b キャリア 厚み 曲面 延伸 付近 量子 集積 基体 , H01L
2016027629A , 半導体 有す あたり 重なる 値 絶縁 オフ 部分 トランジスタ s 導 チャネル 電流 接する 領域 リーク 小さい dec 酸化 膜 , H01L
2016027631A , 絶縁 基 上記 工程 電極 積層 塗 コンタクト 部材 有する ホール 液剤 導通 形成 焼成 撥 凸 導 組成 配線 , H01L
2016027632A , 半導体 それぞれ 変換 材料 好ましい ダイナミック 撮像 i 面積 以上 分離 p n 光 素子 画素 回路 合計 レンジ 駆動 , H01L
2016027633A , 拡散 ろう 接合 工程 以上 セラミックス 部材 アルミニウム s 熱 固い si 確実 mass 製造 処理 純度 熱処理 反対 前記 , H01L
2016027634A , 半導体 透明 変換 厚 電極 有機 太陽 呈する ぎらつく 素子 導 該 環境 薄膜 電池 意匠 抑える 金属 層 nm , H01L
2016027635A , 霧 原料 ミスト 搬送 膜 基板 成 発生 キャリア 供給 均質 前記 加速 ガス , H01L
2016027636A , 前記 装置 別 ミスト 外周 サセプタ 均一 支持 均質 一体 成 基板 保持 管状 略 半円 厚 用いる 膜 適用 , H01L
2016027637A , 半導体 電気 接合 電極 p 構成 新しい 効率 n ドーパント イオン化 平ら 電界 メサ タイプ フランク 電荷 量子 部分 オプトエレクトロ , H01L
2016027638A , 半導体 積層 変換 バンド ev 伝導 配置 集 光 型 複数 n p b キャリア 構造 ギャップ 交互 層間 接合 , H01L
2016027639A , 封 太陽 電池 止 線 以上 パス 樹脂 m モジュール 導 表面 該 フィルム y x 間隔 生産 前記 おく , H01L
2016027640A , 封 太陽 電池 止 線 以上 パス 樹脂 m モジュール 導 表面 該 フィルム y x 間隔 生産 前記 おく , H01L
2016027641A , 方向 接する 洗浄 w 軌跡 部材 むら 長手 支持 半径 隙間 基板 上部 突起 搖 表面 ロール 回転 摺 スクラブ , H01L
2016027642A , 半導体 封 止 交差 厚い 樹脂 搭載 ボンディング 露出 裏面 主面 素子 基板 有する 導通 方向 記 パッド ワイヤ 向く , H01L
2016027644A , a zmn 発光 amn i 群 mgo 元素 蛍光 一般 geo mt af o rb y x 選ぶ ymgf ccaf , H01L
2016027645A , a σ パワー 銅 接合 板付 mm 放熱 拡散 アルミニウム モジュール 金属 セラミックス 基板 面積 t 厚い 回路 耐 固い , H01L
2016027649A , 半導体 絶縁 電極 チャネル 側面 トランジスタ 元素 変動 濃度 有する 重なる 不純 不純物 接する ゲート 信頼 導 酸化 膜 領域 , H01L
2016027650A , 半導体 絶縁 有す 界面 低い 浅い トランジスタ 位 特性 導 良好 領域 密度 小さい 重なる サブスレッショルドスイング ゲート , H01L
2016027651A , 積層 ti 結晶 電極 圧 xpb nb 晶 正方 混在 pb 体 ペロブスカイト ドメイン ypbzro 定数 酸化 もの zpbtio 複合 , H01L
2016027652A , 半導体 有す 電極 切 見る コンタクト 接する 占有 欠く 端 小さい 面積 接す プラグ 他方 半円 一方 酸化 集積 上面 , H01L
2016027654A , 陽極 電子 発光 陰極 化合 機器 チアジアゾール 効率 素子 材料 赤外線 長寿 可視 命 , H01L
2016027655A , シート 半導体 チップ ダイ フェース 粘着 樹脂 ピックアップ 保護 接着 硬化 素子 該 形成 ダイボンディング ダウン フィルム 膜 適性 複合 , H01L
2016027657A , 壁 遮光 配置 傾斜 発光 外壁 それぞれ 位置 モジュール 受光 仕切る 素子 基板 センシング 受 内側 下面 枠 上面 空間 , H01L
2016027658A , プラズマ 方法 マスク 工程 加工 曝す レジスト サファイア 高い 前記 基板 変質 形成 条件 所定 発光 エッチング 膜 パターン , H01L
2016027659A , 価値 誘導体 下記 フェニル 発光 有機 黄色 感度 視る 一般 金属 g1 表す フェニルピラジン 基 オルトメタル 燐光 錯体 付加 g2 , H01L
2016027660A , 周辺 絶縁 変換 上 除去 歩留まり 工程 遮光 光 方法 撮像 有する 金属 画素 形成 製造 回路 エッチング 膜 固体 , H01L
2016027661A , 半導体 アルキレン 拡散 表す i 拡大 化合 元素 ドナー 媒 一般 基板 不純 不純物 形成 示す 基 r 組成 アクセプタ , H01L
2016027663A , 遮光 変換 上 電荷 絶縁 光 上部 トランジスタ 撮像 性能 有する 導 複数 画素 保持 ドレイン ソース 配す 膜 固体 , H01L
2016027664A , 半導体 周辺 防ぐ クラック 電極 設ける 位置 素子 スクライブ ダイシング チップ 領域 ビア チッピング 切断 パッド モニタ 分離 前記 配線 , H01L
2016027665A , 太陽 拡散 洗浄 粉末 型 元素 シリコン 反り 基板 p 素子 媒 由来 製造 電池 渣 音波 分散 残 アクセプタ , H01L
2016027666A , プレ 貯留 原料 限り 自然 接触 部分 恒久 ボンディング 基板 グループ 出発 ボンド 表面 反応 結合 下記 注意深い 順番 ステップ , H01L
2016027667A , プラズマ 高周波 ウエハ 電源 変調 バイアス 電力 試料 載る 置 生成 パルス 発生 遅らせる 処理 時間 周波 ユニット 遅延 ため , H01L
2016027668A , シート 反射 離 発光 ダイオード 積層 設ける 樹脂 密着 素子 基板 用意 取出 側面 上面 , H01L
2016027669A , ドープ xn 層 実現 i 化物 簡易 alxga 濃度 高い n p 素子 窒 キャリア 取り出し x プロセス 挟む 発光 , H01L
2016027671A , 刃 刃先 幅 移動 うち 吸着 該 鋭利 重合 剥離 部材 基板 保持 方向 機構 パッド 周縁 離す 板 誘引 , H01L
2016027672A , 半導体 反射 分布 発光 ダイオード パッケージ 光 青色 体 導 緑 前記 ブラッグ 波長 チップ 領域 広い 赤色 基板 採択 , H01L
2016027674A , 分岐 c 連結 nxp ケイ素 アリール i m p n q アルキル qxp r msi 鎖 アルキルシリル 基 or 水素 , H01L
2016027675A , 半導体 拡散 発振 電極 画定 抵抗 mosfet シリコン p スイッチオフ 抑止 ドレイン ゲート 全面 現象 パッド 付け 型 ドリフト フィールド , H01L
2016027676A , 半導体 絶縁 ダミー フィン 工程 柱状 周囲 コンタクト レジスト シリコン 膜 堆積 平坦 形成 ゲート sgt 配線 エッチング 前記 ポリ , H01L
2016027677A , a 半導体 作業 銅 d 電極 トランジスタ ベア 半田 モジュール うち 銅板 行う チップ ベアチップトランジスタ 実装 パターン b 介す 配線 , H01L
2016027678A , エレメント 保護 照射 工程 加工 膜 アブレーション ビーム 粉末 ウエーハ ストリート 該 グループ 付す テスト 形成 金属 酸化 レーザ テストエレメントグループ , H01L
2016027681A , 表示 文字 含む 状況 事態 当該 位置 変更 認識 削除 望む ハンドル 画像 セル 編集 受付ける ため ユーザ , H04N
2016027682A , 送信 表示 過去 処理 動画 確認 ライブ 記憶 カメラ 静止 映像 ライン タイム リアルタイム 撮影 情報処理 時間 履歴 経過 情報 , H04N
2016027687A , ズレ led 赤 撮像 光 カメラ 調整 投影 受光 システム 照射 ra rb 被写体 可視 基準 画像 領域 , H04N
2016027689A , 送信 確認 格納 対応 無い ステップ データ 名前 開く 関連 階層 種別 メニュー 具体 内容 バックアップ ファクシミリ 設定 情報 フォルダ , H04N
2016027691A , 原稿 動作 読み取る 搬送 途中 開閉 状態 再開 行う 閉 検知 停止 ユーザビリティ 場合 読取る 画像 開 領域 , H04N
2016027694A , 消費 変換 モード 処理 デジタル 信号 遷移 trig 撮像 dc 差分 アナログ pix 画素 データ 回路 トリガ data トランジスタ analog , H04N
2016027696A , 各々 一つ 単位 焦点 合成 複数 検出 良好 生成 配列 画素 信号 出力 被写体 飽和 撮像 画像 , H04N
2016027697A , 要素 空間 フレーム コード ステップ ピクセル 修正 表す 復号 s 参照 ヒートマップ 候補 決定 伝播 ストリーム マップ セット オーディオビデオコンテンツ ビット , H04N
2016027699A , 検知 増幅 蓄積 ばらつき データ トランジスタ フレーム 差分 pix 有無 画素 補正 良い 電荷 相当 撮像 画像 初期 精度 閾 , H04N
2016027703A , 原稿 際 解消 明るい 値 シェーディング データ 走査 白板 搬送 受光 無地 素子 読み取る スルー 基準 読取る コントローラ スキャナ 補正 , H04N
2016027704A , 機材 a z 動画 切り出し データ 切り出す 専用 k 撮像 ブレ 生成 デジタル 領域 記録 ccd メモリ コントローラ カード adc , H04N
2016027705A , バッファ パケット 受信 並ぶ 符号 複数 復号 並 替る データ 替える 伝送 ストリーム 格納 再生 適切 ステップ , H04N
2016027711A , ソフトウエア 管理 介在 おこなう プリンタ 資源 ファクリミリ 共通 ユーザー 処理 ウエア コピー サービス アプリサービス アプリケーション ジョブ ハード プラットホーム 画像 前記 , H04N
2016027714A , 要素 ヘッダ 表す 構文 組 コンテンツ テクスチャ テクスチャスライスヘッダ ブロック 映像 d コーディング シグナリング ユニット ビューコンポーネント 深度 基準 スライス 特徴 1つ , H04N
2016027716A , aa 稼動 端末 異なる 方式 管理 旨 不明 通信 da 利用 システム 要求 示す 取得 宛先 情報 把握 メンテナンス 状態 , H04N
2016027718A , ブロック 分割 ビット列 モード 信号 方式 符号 フォーマット 単位 応じる 輝度 最小 イントラ 色 予測 際 生成 情報 列 設定 , H04N
2016027719A , ブロック 分割 ビット列 モード 信号 符号 水平 フォーマット 単位 応じる 輝度 最小 イントラ 色 予測 際 生成 情報 列 設定 , H04N
2016027720A , ブロック 分割 ビット列 モード 信号 符号 水平 フォーマット 単位 応じる 輝度 最小 イントラ 色 予測 際 生成 情報 列 設定 , H04N
2016027723A , ブロック 示す 複数 動画 インデックス 全て まとめる 共通 復号 動き 利用 導出 候補 予測 補償 符号 結合 情報 リスト 1つ , H04N
2016027724A , ブロック 示す 複数 動画 インデックス 全て まとめる 共通 復号 動き 利用 導出 候補 予測 補償 符号 結合 情報 リスト 1つ , H04N
2016027725A , ブロック 示す 複数 動画 インデックス 全て まとめる 共通 復号 動き 利用 導出 候補 予測 補償 符号 結合 情報 リスト 1つ , H04N
2016027726A , ブロック 示す 複数 動画 インデックス 全て まとめる 共通 復号 動き 利用 導出 候補 予測 補償 符号 結合 情報 リスト 1つ , H04N
2016027731A , 参照 示す インデックス 補充 マージ 構築 新た 復号 生成 動き 利用 ベクトル 候補 予測 1つ 結合 ピクチャ 情報 リスト 追加 , H04N
2016027732A , 参照 動画 インデックス 追加 マージ 構築 符号 復号 生成 動き 利用 補充 候補 ベクトル 統合 結合 ピクチャ 情報 リスト 示す , H04N
2016027733A , 参照 動画 インデックス 追加 マージ 構築 符号 復号 生成 動き 利用 補充 候補 場合 ベクトル 結合 ピクチャ 情報 リスト 示す , H04N
2016027734A , 参照 動画 インデックス 追加 マージ 構築 符号 復号 生成 動き 利用 補充 候補 場合 ベクトル 結合 ピクチャ 情報 リスト 示す , H04N
2016027738A , 適切 撮像 周囲 搭載 間引き 車 検出 変更 間隔 環境 画素 車載 入力 条件 撮影 変化 情報 カメラ 走行 速度 , H04N
2016027739A , 制御 適切 入力 撮像 搭載 間引き 車 検出 変更 変化 環境 画素 車載 テータ 条件 速度 情報 カメラ 走行 撮影 , H04N
2016027740A , 制御 ステアリング レート ホイール 撮像 外部 間引き 車 搭載 画素 条件 フレーム カメラ 適切 , H04N
2016027741A , ブロック 動画 補償 全て まとめる 共通 マージ 復号 ピクチャ 動き 利用 導出 候補 予測 時間 結合 生成 情報 リスト 示す , H04N
2016027742A , ブロック 動画 補償 全て まとめる 共通 マージ 復号 ピクチャ 動き 利用 導出 候補 予測 時間 結合 生成 情報 リスト 示す , H04N
2016027743A , テーブル 処理 関連 コントローラ 共通 事業 識別 コンテンツ 横断 チャンネル 利用 情報処理 アプリケーション 放送 シームレス 情報 具備 値 , H04N
2016027744A , a つなぐ b 位置 撮像 レンズ 合成 複数 検出 生成 展開 取得 平面 天球 光学 画像 つなぎ , H04N
2016027746A , 送信 相手 ファクス メモリー 受信 訂正 印刷物 レポート 判別 変更 生成 頁 判定 機能 データ 済 ファクシミリ 複合 画像 原稿 , H04N
2016027753A , 作成 モード 決定 異なる 符号 当該 組み合わせ 複数 集まる 効率 角度 多様 予測 エントロピー 残 向上 画像 セット , H04N
2016027754A , 現在 ブロック 分割 左下 数 上側 マージ 構築 動き 利用 排除 候補 予測 時間 左上 非対称 追加 前記 リスト 空間 , H04N
2016027756A , 主観 参照 モード 予測 原点 修正 復号 識別 利用 イントラ 画素 判定 近い 信号 画質 対象 左上 生成 情報 ステップ , H04N
2016027759A , 少数 イメージセンサ 多く センサピクセル ブロック 制御 ピクセル 接続 デジタル イメージ センサピクセルアレイ アナログ イメージセンサピクセル 確立 有意 回路 相互 イメージングデバイス イメージセンサピクセルアレイ 結合 , H04N
2016027762A , 表示 分ける 実施 切り替える ミス 加工 切り替え 音声 必要 メーン 技術 指示 現在 画面 主流 内容 要す 形成 画像 設ける , H04N
2016027765A , ルックアップテーブル イントラモードナンバー hevc トラ 論理 符号 i ルック ソート mpm 利得 コーディング ビデオ ネーミング 使用 モード テーブル ナンバー イントラモードネーミング lc , H04N
2016027766A , 原稿 a b モード 制御 光 光源 シート 両端 導 照射 読み取る 光量 走査 照明 置 読取る 画像 応じる 消費 , H04N
2016027767A , 以上 対応 データ 定値 測定 テスト むら 濃度 差分 生成 軽減 目標 パッチ 色 読み取り 補正 出力 チャート 画像 算出 , H04N
2016027768A , ブロック 別 補償 全て まとめる 共通 行える 復号 ピクチャ 動き 利用 導出 候補 予測 時間 結合 生成 情報 リスト 示す , H04N
2016027851A , 封 シール 不可能 不正 跨る 状態 カバー 電子 貼付 タグ 封印 止 発信 穴 識別 ic 閉鎖 行為 ネジ ベース , A63F
2016027852A , 乱数 液晶 種類 メイン 側役 シャッタ 楽しみ pns 抽選 結果 画面 pnm 始動 損なう 演出 特典 当たり 遊技 ハズレ 多彩 , A63F
2016027853A , 乱数 液晶 種類 メイン 側役 シャッタ pns 保留 抽選 結果 意欲 画面 pnm 始動 演出 特典 当たり 遊技 ハズレ 多彩 , A63F
2016027855A , 表示 液晶 低下 演出 数字 左 跨ぐ 視認 右 収まる 領域 ディスプレイ 停止 画像 図柄 , A63F
2016027856A , 送信 存在 許可 決定 回避 機能 通信 地域 プロバイダ システム ゲームサービスプロバイダ トランザクション ネットワーク サービス アクセス コンビニエンス 情報 ゲーム コンピュータ ユーザ , A63F
2016027857A , 乱数 液晶 種類 メイン 側役 シャッタ 楽しみ pns 抽選 結果 画面 pnm 始動 損なう 演出 特典 当たり 遊技 ハズレ 多彩 , A63F
2016027858A , 表示 マス カスタマイズ 演出 サウンド 停止 指針 変動 抽選 結果 係る 当り 普通 ポイント アイテム 自分 ルーレット 遊技 煽り 図柄 , A63F
2016027859A , 表示 介在 対応 手順 許容 遊技 状態 直接 小 導出 特定 報知 結果 種類 マシン 所定 操作 スロット 入賞 移行 , A63F
2016027861A , 表示 動作 分かる 当選 付与 組合せ 複数 開始 挙動 演出 抽選 動体 基づく 特典 教示 停止 操作 回転 遊技 図柄 , A63F
2016027862A , 表示 演出 惹く di 継続 背景 ハズレ 関心 特別 変更 当り 装飾 停止 切り替わる 実行 通常 遊技 図柄 , A63F
2016027863A , 表示 作動 演出 発光 複数個 妨げ 退る 位置 行える アーム 前側 素子 調和 とれる 活用 出る 可動 裏側 画像 退避 , A63F
2016027864A , 有す 機能 直 遊技 値 命令 方法 ram マイクロコンピュータ ld cpu フラグ rom プログラム セット 内蔵 マイクロ レジスタ 前記 ビット , A63F
2016027867A , a タッチ カジノ 個々 ビデオスロットマシン 多数 リール プッシュ ビデオゲームパッドアーム 画面 ビデオ 賭け 結果 マシン ディスプレイ ジョイスティック パッド 遊技 ゲーム タイプ , A63F
2016027868A , 応援 対応付ける 端末 演算 情報 イベント パラメータ 要請 会員 アクセス url サーバー ネットワーク アプリケーション サーバ 気軽 宛先 かかわる ゲーム ユーザ , A63F
2016027869A , 表示 球 抜き 演出 持つ 変動 促す 装飾 2つ エラーメッセージ 代表 胴 スロット マシン パチンコ 操作 弾 遊技 オーバーラップ 図柄 , A63F
2016027870A , オブジェクト 登録 付与 方法 対応 制御 イベント 記憶 関連 ゲーム 特典 要求 投票 受け付ける 画像 プレイヤ コンピュータ コミュニケーション , A63F
2016027871A , 行う 制御 大当り プログラム 規定 処理 開閉 抽選 動作 有利 当り 入賞 rom 小当り 始動 回路 テーブル 遊技 開放 ルーチン , A63F
2016027876A , 制御 演出 駆動 許容 オフ 初期 位置 検出 起動 対応 決定 信号 出力 投入 電気 可動 設定 遊技 統括 端子 , A63F
2016027886A , 制御 部分 協力 パーティ イベント 出来る 成果 ゲーム 組む クリア プレーヤ プログラム 挑戦 オンライン ユニット サーバ シナリオ プレイ プレイヤ 操作 , A63F
2016027902A , 表示 至る 演出 一つ 継続 遊技 示唆 時又 新た 更新 最中 入れ替える 割り付ける 個数 実行 後 趣向 画像 際 断続 , A63F
2016027904A , 累積 別 情報 撮像 パラメータ カメラ 涵養 勝敗 計算 愛着 報知 ファイル 決定 取得 記録 幾つ 形態 画像 ゲーム 得点 , A63F
2016027906A , 表示 模 要求 アニメーション d 増加 アイコン h チャンス 状態 保留 図 ン 示す アイコ 画像 操作 態様 遊技 弾 , A63F
2016027909A , 携帯 当選 外観 出る 膨 前面 施す 抽選 向ける 有利 筐 装飾 ユニット 領域 始動 大当たり 打ち込む 入賞 遊技 皿 , A63F
2016027912A , 表示 遊技 持つ アイコン 断 変動 復 ン 領域 アイコ 画像 前記 , A63F
2016027915A , 増やす 属する 要求 端末 種類 媒体 興味 通信 指定 個数 グループ プログラム 取得 バリエーション サーバ ステップ 情報 ゲーム カウント ユーザ , A63F
2016028317A , やりとり 要素 構造 定義 レコード データ 関連 コンテナ pnr コンテンツ 含む それぞれ 拡張 ファイル 乗客 キー 記述 属性 記憶 標準 , G06F
2016028319A , ブロック 要求 押し出す 単位 近傍 メモリ 読み出す 応じる ページ 管理 連続 書き込む 領域 データ 無効 空き ロード 記憶 アクセス コンピュータ , G06F
2016028322A , 文字 否 形式 幅 場合 データ 部品 縮小 仕組み 識別 適用 含む 判定 文字数 列 出力 変える 取得 用いる ユーザ , G06F
2016028323A , できる 格納 無線 クライアント 更新 画像 インターフェース ホスト 有線 接続 ハードコピー リモート 間接 キャプチャ 出力 動的 直接 デバイス モバイル リスト , G06F
2016028324A , 外因 要素 存在 表現 関係 複雑 kr 結び付ける エン 合成 コンテキスト 内因 分析 概念 段階 知識 一つ 同定 組み合わせ 受領 , G06F
2016028325A , ローカル 備え f ストレージ ジュークボックス ロイヤリティ 楽曲 インタフェース 一部 中央 ライブラリー 時代 支払い 収益 定期 リモート ライブラリ サーバ マスター 相応しい , G06F
2016028327A , 対応付ける 対応 示す データ 情報 優先 記憶 利用 s 形成 スプーラ プリント 取得 認証 サーバ 格納 画像 id 場所 ユーザ , G06F
2016028328A , コーディネータ サポート ビーコン 直接 ピアツーピア 節約 関連 クライアントデバイス アウェイクモード スリープモード ピアツーピアネットワーク 通信 間隔 すべて ネットワーク クライアント ネットワークコーディネータデバイス グループオーナ 実装 メカニズム , G06F
2016028334A , 現在 リバースエンジニアリング 一つ スエンジニアリング 前 モジュール 復号 暗号 タイミング 実行 リバー プログラム 演算 集合 終了 解析 複合 , G06F
2016028335A , 離間 透明 境 複数 電極 反転 孔 境界 ランダム 極限 導 絶縁 前記 素子 領域 島 視認 基 膜 パターン , G06F
2016028336A , レール それぞれ 異なる 電力 ドメイン 差 減らす マネージャ 生成 セグメント セレクタ チップ 供給 信号 回路 製品 コンピューティングプラットフォーム コントローラ ターゲット レベル , G06F
2016028338A , 状況 ステップ 態様 双方 決定 可変 データ セット 渡る 別 ターゲット システム プロセス 処理 取得 同期 不可欠 デバイス 前記 断続 , G06F
2016028340A , オブジェクト 表示 役割 撮像 映る 自然 データ 検出 距離 読み出す コンテンツ 関連付ける 形 画像 失う マーカ 仮想 記憶 前記 空間 , G06F
2016028341A , 表示 ローカル ネットワーク 通信 以上 アイコン 直接アクセス ページ ツリー インターネット ン 段階 発信 アイコ 他 サービス 情報 アクセス アドレス ウェブ , G06F
2016028342A , 直前 応答 低下 外来 復調 タッチパネル 期間 正弦 生成 バンドパスフィルタ ノイズ 除去 信号 出力 周波 センサシステム 間欠 能 周波数 励振 , G06F
2016028343A , メッセージングクライアント メッセージング 関 エージェント 疎い ユーザー 会話 デバイス タプルスペース サービス グループ 追加 タプル 友達 パーシステントパーソナルメッセージング ログオン ログオフ メッセージ ングクライアント 見つける , G06F
2016028345A , 文字 要素 代表 確定 管理 当該 階層 有効 オペレータ 生成 スペース 利用 関連付ける 構造 描画 領域 入力 限る 直感 プログラム , G06F
2016028350A , 送信 消費 テーブル 端末 課金 受信 管理 電力 記憶 不可能 行動 判定 示す 入力 取得 サーバ 拠点 情報 予約 ユーザ , G06F
2016028351A , 分ける 要素 ベクトル 反映 同一 インスタンス 一連 演算 現れる 避ける 依存 指標 実行 特定 サイクル 入力 他 オペランド 代わり 値 , G06F
2016028354A , 基づく 他 端末 情報処理 関係 技術 データ通信 親 通信 自身 生成 ジェスチャ ポイント 同一 ブロードキャスト 処理 ネットワーク 認証 情報 アクセス , G06F
2016028358A , 表示 a 位置 対応 入力 対応付ける 接触 装置 座標 目 r 多様 領域 処理 とき 情報処理 操作 情報 特定 マーク , G06F
2016028405A , 半導体 絶縁 解消 電気 電極 達する トレンチ 側面 配置 幅 耐圧 領域 帰還 接続 延伸 トレードオフ 内壁 溝 膜 底面 , H01L
